word_count,sentence_count,descriptive_word_count,flesch_reading_ease,detailness_score
0.43169398907103823,0.3157894736842105,0.5,0.6057562345957119,0.5112062035650555
0.40437158469945356,0.5263157894736842,0.46428571428571425,0.6640341345771605,0.5139968199222185
0.23497267759562843,0.10526315789473684,0.25,0.516152969549201,0.31513648712838604
0.44808743169398907,0.10526315789473684,0.14285714285714285,0.6222404791561762,0.4699626075510388
0.43169398907103823,0.21052631578947367,0.6428571428571428,0.6104205867543,0.5281889795480867
0.45901639344262296,0.21052631578947367,0.3571428571428571,0.607717382662391,0.49621664398875137
0.4426229508196721,0.15789473684210525,0.2857142857142857,0.6328412795166034,0.4740691699455445
0.26229508196721313,0.21052631578947367,0.3571428571428571,0.6438661118914477,0.4395964282898112
0.5081967213114754,0.3684210526315789,0.42857142857142855,0.6738133729096547,0.5248442925973398
0.3825136612021858,0.2631578947368421,0.46428571428571425,0.6181326690165108,0.49390116691460983
0.08743169398907104,0.05263157894736842,0.14285714285714285,0.7130098322423343,0.2995415933520127
0.4918032786885246,0.42105263157894735,0.46428571428571425,0.6781331990565287,0.5311525192106484
0.4371584699453552,0.42105263157894735,0.39285714285714285,0.6567725863302679,0.5034870876796389
0.11475409836065574,0.05263157894736842,0.10714285714285714,0.6520287281689767,0.28767215855562606
0.31693989071038253,0.15789473684210525,0.3571428571428571,0.5669308032756473,0.4657557002427276
0.3224043715846995,0.21052631578947367,0.42857142857142855,0.6014364084488378,0.4807804098819585
0.28415300546448086,0.15789473684210525,0.3571428571428571,0.673548352900644,0.4136486365985799
0.26229508196721313,0.15789473684210525,0.46428571428571425,0.6206503591021122,0.4431428583785865
0.41530054644808745,0.3157894736842105,0.3571428571428571,0.6791932790925714,0.46760374844871405
0.3333333333333333,0.15789473684210525,0.3571428571428571,0.5866482919460418,0.4692772770495038
0.4644808743169399,0.5789473684210527,0.5,0.6432300638698222,0.5310932145583382
0.45901639344262296,0.10526315789473684,0.2857142857142857,0.5085468952905944,0.38479978840998297
0.43169398907103823,0.2631578947368421,0.3571428571428571,0.646277793973445,0.49001637715983637
0.3114754098360656,0.15789473684210525,0.3571428571428571,0.626030265285029,0.4523897252417082
0.33879781420765026,0.21052631578947367,0.2857142857142857,0.599554766384862,0.4632495742828931
0.09289617486338798,0.05263157894736842,0.2857142857142857,0.5731057694855961,0.28015193765664576
0.4262295081967213,0.21052631578947367,0.5714285714285714,0.611215646781332,0.5244487867477257
0.43169398907103823,0.3157894736842105,0.21428571428571427,0.6740783929186653,0.456669507864589
0.366120218579235,0.3684210526315789,0.2857142857142857,0.6111361407786288,0.4624593242449434
0.1092896174863388,0.10526315789473684,0.2857142857142857,0.6829565632205231,0.3024866679277973
0.15846994535519127,0.10526315789473684,0.17857142857142855,0.5825139798054753,0.29042359515929594
0.4426229508196721,0.2631578947368421,0.6071428571428571,0.6324702515039885,0.5231870109222346
0.47540983606557374,0.3157894736842105,0.2857142857142857,0.6695200487636817,0.4970209704534727
0.47540983606557374,0.47368421052631576,0.6785714285714285,0.6629740545411178,0.5515261218154972
0.37158469945355194,0.15789473684210525,0.21428571428571427,0.6633185805528317,0.4601349733910005
0.4262295081967213,0.10526315789473684,0.6071428571428571,0.611215646781332,0.5397525465016696
0.08743169398907104,0.05263157894736842,0.07142857142857142,0.7103331301513265,0.28994384640068926
0.47540983606557374,0.2631578947368421,0.2857142857142857,0.639281265735563,0.4996830104440456
0.3825136612021858,0.21052631578947367,0.3571428571428571,0.6614369384888559,0.47412872547740686
0.4098360655737705,0.2631578947368421,0.5,0.6300585694219913,0.5109078299357313
0.32786885245901637,0.2631578947368421,0.21428571428571427,0.6324702515039885,0.4386652168963181
0.33879781420765026,0.21052631578947367,0.2857142857142857,0.6443961519094691,0.43911272648934435
0.40437158469945356,0.15789473684210525,0.3214285714285714,0.6420639758301752,0.46692389152915714
0.4918032786885246,0.2631578947368421,0.42857142857142855,0.6513926801473511,0.5047888368527318
0.15300546448087432,0.10526315789473684,0.03571428571428571,0.626030265285029,0.2778733911464878
0.37158469945355194,0.21052631578947367,0.42857142857142855,0.6179471550102033,0.4707610893056553
0.3005464480874317,0.10526315789473684,0.46428571428571425,0.6376911456814989,0.43466999021733355
0.3442622950819672,0.15789473684210525,0.21428571428571427,0.6071873426443696,0.45151773381095134
0.37158469945355194,0.05263157894736842,0.5714285714285714,0.4583521055839716,0.39499199010034003
0.3825136612021858,0.15789473684210525,0.46428571428571425,0.6242281292237564,0.5021963953796678
